吧	0
嚓	1

罢	0
民	2

罢	0
士	3

吧	0
咂	4

吧	0
儿	5
狗	6

便	7
还	8
就	9
孤	10

徧	11
徧	11

辨	11
变	11

辩	11
辩	11

辨	11
别	12

辩	11
别	12

辨	11
别	12
力	13

变	11
褊	14

便	11
罢	15

徧	11
拜	16

辨	11
谤	17

变	11
豹	18

徧	11
报	18

辩	11
白	19

辨	11
白	19

便	11
闭	20

卞	11
璧	20
玺	21

辩	11
驳	22

辨	11
博	22

辨	11
驳	22

辩	11
博	22

遍	11
布	23

便	11
步	23

徧	11
布	23

便	11
步	23
走	24

辨	11
卑	25

变	11
本	26
加	27
厉	13

变	11
兵	28

弁	11
兵	28

便	11
把	29
令	30
来	31
行	32

变	11
把	29
戏	33

卞	11
宝	34

辩	11
畅	35

变	11
察	36

辨	11
察	36

辩	11
察	36

变	11
常	37

弁	11
裳	37

辨	11
尝	37

辩	11
尝	37

弁	11
辰	38

变	11
成	39

辩	11
斥	40

便	11
池	41

变	11
除	42

便	11
车	43

便	11
车	43
旅	44
行	45
者	46

辩	11
称	47

变	11
产	48

变	11
场	49

变	11
丑	50

遍	11
处	51

辩	11
才	52

变	11
裁	52

辨	11
才	52

辨	11
裁	52

辩	11
才	52
天	53

辩	11
才	52
无	54
阂	55

辩	11
才	52
无	54
碍	56

辨	11
测	57

徧	11
赐	58

辩	11
词	59

辩	11
辞	59

便	11
辞	59

变	11
辞	59

辨	11
辞	59

便	11
辞	59
巧	60
说	61

徧	11
存	62

便	11
餐	63

变	11
得	64

变	11
电	65

便	11
殿	65

变	11
电	65
站	66

变	11
调	67

辨	11
钓	67

变	11
调	67
夹	27

便	11
碟	68

弁	11
绖	68

遍	11
叠	68

遍	11
迭	68

辨	11
颠	69
帖	70

辩	11
雕	71

辨	11
断	72

辩	11
断	72

辨	11
对	73

辩	11
对	73

变	11
端	74

弁	11
端	74

变	11
大	75
雅	76

便	11
待	77

弁	11
带	77

变	11
蛋	78

便	11
道	79

变	11
道	79

辩	11
道	79

辩	11
答	80

遍	11
达	80

辨	11
达	80

辩	11
达	80

遍	11
地	81

便	11
地	81

徧	11
地	81

遍	11
地	81
开	82
花	83

辨	11
订	84

辩	11
订	84

变	11
动	85

辩	11
动	85

变	11
动	85
不	23
居	86

辩	11
斗	87

徧	11
读	88

便	11
当	89

揙	11
刀	90

弁	11
丁	91

抃	11
蹈	92

徧	11
覩	93

便	11
饭	94

便	11
烦	95

便	11
繁	95

便	11
房	96

卞	11
忿	97

便	11
腹	98

便	11
附	98

变	11
复	98

徧	11
覆	98

辨	11
复	98

辩	11
富	98

辩	11
覆	98

便	11
服	99

变	11
服	99

弁	11
服	99

徧	11
服	99

辫	11
发	100

便	11
蕃	101

辨	11
方	102

变	11
分	103

变	11
分	103
法	104

变	11
分	103
学	105

变	11
分	103
原	106
理	107

便	11
风	108

变	11
风	108

辩	11
锋	108

抃	11
风	108
儛	109
润	110

抃	11
风	108
舞	109
润	110

变	11
风	108
改	111
俗	112

变	11
风	108
易	111
俗	112

变	11
法	104

辩	11
法	104

辩	11
灋	104

变	11
法	104
儿	113

辨	11
反	114

变	11
卦	115

变	11
怪	116

变	11
贯	117

便	11
官	118

徧	11
观	118

变	11
轨	119

变	11
告	120

徧	11
告	120

辨	11
告	120

辩	11
告	120

变	11
格	121

变	11
革	121

变	11
隔	121

变	11
故	122

徧	11
该	123

变	11
柑	124

辨	11
哥	125

辩	11
哥	125

变	11
更	126

便	11
给	127

辨	11
给	127

变	11
工	128

变	11
宫	128

汴	11
宫	128

变	11
工	128
队	73

变	11
躬	128
迁	129
席	32

变	11
改	130

变	11
古	131
乱	132
常	37

变	11
古	131
易	111
常	37

变	11
故	131
易	111
常	37

变	11
古	131
易	111
俗	112

变	11
化	133

辨	11
画	133

辩	11
画	133

变	11
化	133
不	134
测	57

变	11
幻	133
不	134
测	57

变	11
化	133
不	23
穷	135

变	11
化	133
多	136
端	74

变	11
化	133
莫	137
测	57

变	11
化	133
如	138
神	139

变	11
化	133
身	140

变	11
化	133
无	54
常	37

变	11
化	133
无	54
穷	135

变	11
化	133
音	141

变	11
坏	142

变	11
幻	143

变	11
换	143

便	11
换	143

变	11
幻	143
莫	137
测	57

变	11
换	143
群	144

变	11
换	143
设	145
备	146

变	11
幻	143
无	54
常	37

变	11
幻	143
无	54
穷	135

便	11
会	147

辨	11
慧	147

辩	11
惠	147

辩	11
慧	147

变	11
惑	148

辨	11
惑	148

辩	11
惑	148

变	11
活	149

变	11
悔	150

变	11
火	151

变	11
骇	152

变	11
号	153

便	11
函	154

弁	11
韩	154

抃	11
贺	155

卞	11
和	55

辨	11
合	55

辨	11
核	55

变	11
厚	156

变	11
后	156
掠	157
翼	111
飞	158
机	159

变	11
红	160

便	11
鸿	160

辩	11
护	161

便	11
户	161

变	11
互	161

辨	11
护	161

辩	11
护	161
权	162

辩	11
护	161
人	163

辩	11
护	161
士	3

便	11
壶	164

变	11
黑	165

便	11
好	166

便	11
好	166
道	79

便	11
好	166
做	167

变	11
价	168

变	11
见	169

徧	11
见	169

抃	11
叫	170

徧	11
戒	171

徧	11
诫	171

便	11
捷	172

变	11
节	172

辨	11
捷	172

辨	11
洁	172

辨	11
絜	172

辨	11
诘	172

辩	11
捷	172

辩	11
絜	172

辩	11
诘	172

便	11
捷	172
化	133

变	11
咎	173

便	11
家	27

便	11
笺	174

变	11
焦	175

变	11
焦	175
环	176

变	11
焦	175
距	177
镜	178
头	179

变	11
揭	180

辩	11
解	181

辨	11
解	181

便	11
假	182
若	183

便	11
假	182
饶	184

辨	11
决	185

辨	11
谲	185

辩	11
决	185

辩	11
谲	185

便	11
娟	186

便	11
计	187

变	11
计	187

徧	11
祭	187

辫	11
髻	187

变	11
记	187
号	153

徧	11
计	187
所	188
执	189
性	190

徧	11
计	187
所	188
执	189
自	191
性	190

便	11
近	192

便	11
急	193

遍	11
及	193

便	11
檝	193

便	11
疾	193

卞	11
急	193

变	11
急	193

辨	11
具	177

辩	11
据	177

便	11
郡	194

辩	11
俊	194

变	11
局	195

变	11
橘	195

辩	11
机	159

变	11
机	159

徧	11
积	159

苄	11
基	159

遍	11
缉	159

辨	11
激	159

汴	11
京	196

变	11
几	197

辩	11
给	197

变	11
警	198

徧	11
举	199

辨	11
括	200

变	11
亏	201

卞	11
克	202

辩	11
客	202

变	11
口	203

辨	11
口	203

辩	11
口	203

辩	11
口	203
利	13
舌	59

辩	11
口	203
利	13
辞	59

变	11
苦	204

辨	11
了	205

变	11
量	206

汴	11
梁	207

辩	11
列	208

变	11
流	209
器	210

变	11
脸	211

变	11
脸	211
变	11
色	212

便	11
了	213

变	11
乱	214

便	11
赖	215

艑	11
郎	216

变	11
泐	217

辩	11
类	218

便	11
利	13

遍	11
历	13

变	11
例	13

弁	11
栗	13

徧	11
历	13

抃	11
栗	13

辨	11
丽	13

辨	11
利	13

辩	11
丽	13

辩	11
利	13

便	11
利	13
店	65

便	11
利	13
商	219
店	65

便	11
利	13
贴	70

便	11
利	13
性	190

辨	11
离	220

变	11
醨	220
养	221
瘠	193

便	11
路	222

辩	11
论	223

弁	11
论	223

辨	11
论	223

辩	11
略	224

便	11
览	225

徧	11
览	225

遍	11
览	225

变	11
理	107

变	11
礼	107

徧	11
礼	107

辨	11
理	107

辩	11
理	107

变	11
律	226

变	11
率	226

便	11
面	227

变	11
面	227

变	11
灭	228

弁	11
冕	229

变	11
卖	230

变	11
卖	230
典	231
质	232

便	11
帽	233

变	11
貌	233

弁	11
髦	234

便	11
媚	235

便	11
门	236

便	11
门	236
桥	237

便	11
秘	238

便	11
民	2

便	11
民	2
房	96

便	11
民	2
利	13
民	2

辨	11
明	239

辩	11
明	239

变	11
名	239
易	111
姓	190

变	11
魔	240
术	241

变	11
谋	242

便	11
幕	243

弁	11
目	243

便	11
美	244

便	11
马	245

遍	11
满	246

便	11
敏	247

辨	11
敏	247

辩	11
敏	247

便	11
溺	248

便	11
孽	249

抃	11
牛	250

变	11
暖	251

便	11
难	252

辩	11
难	252

变	11
难	253

辨	11
难	253

便	11
能	254

辩	11
佞	255

便	11
宁	256

变	11
弄	257

便	11
乃	258

辩	11
女	259

便	11
盆	260

便	11
僻	261

便	11
譬	261

便	11
辟	261

变	11
频	262

揙	11
玭	262

卞	11
璞	263

徧	11
拍	264

辨	11
剖	265

辩	11
剖	265

辩	11
圃	266

辨	11
洽	267

便	11
钱	268

便	11
钱	268
务	269

便	11
桥	237

弁	11
琼	135

便	11
签	129

变	11
迁	129

辨	11
切	270

便	11
巧	60

变	11
巧	60

辩	11
巧	60

变	11
权	162

便	11
器	210

卞	11
泣	210

变	11
弃	210

变	11
气	210

变	11
齐	271

变	11
趋	272

辨	11
若	183
悬	273
河	55

变	11
软	274

便	11
然	275

辨	11
认	276

辩	11
认	276

便	11
人	163

变	11
人	163

辨	11
人	163

辩	11
人	163

辨	11
日	277

辨	11
日	277
炎	278
凉	207

变	11
容	279

变	11
容	279
改	130
俗	112

变	11
容	279
二	280
极	193
管	281

便	11
柔	282

辨	11
如	138
悬	273
河	55

辨	11
愬	283

变	11
缞	284

辩	11
说	61

辨	11
说	61

便	11
水	285

辨	11
水	285

扁	11
善	286

辩	11
善	286

辩	11
赡	286

卞	11
射	145

辨	11
折	287

辨	11
舌	287

辩	11
折	287

辩	11
舌	287

辫	11
绳	288

便	11
士	3

便	11
是	3

辩	11
士	3

便	11
事	3

便	11
势	3

便	11
室	3

变	11
事	3

变	11
势	3

变	11
饰	3

辨	11
事	3

辨	11
士	3

辨	11
释	3

辩	11
事	3

辩	11
释	3

辨	11
识	289

便	11
时	289

变	11
时	289

变	11
食	289

辩	11
识	289

变	11
数	241

变	11
术	241

辩	11
数	241

变	11
数	241
器	210

便	11
姗	290

变	11
商	219

徧	11
赊	291

遍	11
身	140

变	11
声	292

变	11
生	292
不	134
测	57

变	11
生	292
肘	293
腋	294

变	11
省	295

变	11
眚	295

徧	11
省	295

辩	11
省	295

徧	11
师	296

徧	11
施	296

辨	11
疏	297

弁	11
首	298

抃	11
手	298

徧	11
手	298
钱	268

卞	11
随	299

便	11
所	188

便	11
索	188

便	11
散	300

变	11
色	212

辨	11
色	212

变	11
色	212
镜	178

变	11
色	212
龙	301

变	11
色	212
漆	302

变	11
色	212
易	111
容	279

变	11
色	212
眼	303
镜	178

变	11
色	212
之	304
言	278

徧	11
祀	305

辨	11
似	305

变	11
颂	306

辨	11
讼	306

辩	11
讼	306

变	11
速	307

辨	11
诉	307

辩	11
诉	307

辩	11
速	307

变	11
速	307
传	308
动	85

变	11
速	307
杆	309

变	11
速	307
器	210

变	11
速	307
箱	310

变	11
速	307
运	311
动	85

变	11
俗	112

变	11
俗	112
易	111
教	170

便	11
私	312

徧	11
搜	313

变	11
死	314

徧	11
眺	315

弁	11
田	316

卞	11
田	316
居	86

卞	11
田	316
君	317

便	11
条	318

便	11
条	318
纸	319

变	11
天	53

变	11
天	53
账	320

辨	11
脱	321

变	11
态	322

变	11
泰	322

变	11
态	322
百	323
出	324

变	11
态	322
反	114
应	325

变	11
态	322
人	163
格	121

变	11
态	322
心	326
理	107

变	11
态	322
心	326
理	107
学	105

徧	11
谈	327

变	11
头	179

变	11
通	328

徧	11
通	328

辩	11
通	328

变	11
体	329

遍	11
体	329

便	11
体	329

遍	11
体	329
鳞	330
伤	219

变	11
体	329
票	331

便	11
桶	332

变	11
统	332

变	11
位	333

变	11
味	333

辨	11
位	333

辨	11
味	333

辩	11
问	334

变	11
为	335

变	11
文	336

便	11
文	336

徧	11
闻	336

变	11
文	336
协	337
韵	311

变	11
悟	269

变	11
物	269

辨	11
悟	269

辨	11
物	269

辩	11
悟	269

辨	11
物	269
居	86
方	102

变	11
危	338
为	335
安	339

变	11
温	340
层	341

变	11
温	340
动	85
物	269

辩	11
诬	342

变	11
侮	109

徧	11
儛	109

徧	11
舞	109

忭	11
舞	109

抃	11
儛	109

抃	11
舞	109

辩	11
武	109

便	11
线	343

变	11
现	343

辩	11
献	343

变	11
相	344

变	11
象	344

抃	11
笑	345

便	11
黠	346

辩	11
黠	346

变	11
嫌	347

便	11
榭	348

徧	11
谢	348

便	11
携	337

便	11
鞋	337

便	11
携	337
式	3

便	11
血	349

变	11
修	350

变	11
小	351

徧	11
晓	351

变	11
小	352
雅	353

变	11
眩	354

变	11
炫	273
无	54
穷	135

辨	11
学	105

辩	11
学	105

便	11
儇	355

便	11
翾	355

辨	11
雪	356

辩	11
雪	356

变	11
戏	33
法	104

便	11
信	357

变	11
衅	357

变	11
性	190

忭	11
幸	190

变	11
性	190
酒	358
精	196

变	11
性	190
土	359

便	11
习	32

便	11
席	32

变	11
形	45

变	11
刑	45

徧	11
行	45

遍	11
行	45

变	11
形	45
虫	360

变	11
形	45
记	187

变	11
形	45
金	361
刚	362

徧	11
循	363

辨	11
析	364

辨	11
悉	364

辨	11
晰	364

辩	11
晰	364

辩	11
晳	364

辩	11
析	364

变	11
心	326

忭	11
忻	326

变	11
心	326
易	111
虑	226

变	11
星	365

苄	11
星	365
青	366
霉	367
素	307

变	11
元	106

变	11
元	106
音	141

抃	11
悦	368

忭	11
跃	368

抃	11
跃	368

便	11
悁	369

辨	11
约	370

便	11
宴	371

辨	11
验	371

辩	11
谳	371

辩	11
验	371

变	11
样	372

变	11
様	372

变	11
样	372
儿	113

辨	11
要	373

辩	11
要	373

便	11
妍	278

卞	11
严	278

变	11
颜	278

弁	11
言	278

辨	11
严	278

辨	11
言	278

辩	11
言	278

变	11
颜	278
变	11
色	212

便	11
液	294

变	11
业	294

变	11
异	111

便	11
意	111

便	11
易	111

便	11
益	111

卞	11
毅	111

变	11
意	111

变	11
易	111

辨	11
异	111

辩	11
义	111

辩	11
议	111

辩	11
逸	111

变	11
异	111
型	45
克	202
雅	353
氏	3
症	374

变	11
异	111
株	375

变	11
硬	325

变	11
应	325

变	11
移	376

便	11
宜	376
从	377
事	3

便	11
宜	376
事	3

便	11
宜	376
施	296
行	45

便	11
宜	376
行	45
事	3

辨	11
囿	378

辩	11
囿	378

便	11
邮	379

徧	11
游	379

变	11
狱	380

徧	11
谕	380

辨	11
浴	380

便	11
于	381

变	11
压	382

变	11
压	382
器	210

遍	11
野	383

便	11
衣	384

便	11
衣	384
警	198
察	36

便	11
音	141

变	11
音	141

变	11
音	141
记	187
号	385

变	11
雅	353

辨	11
眼	303

辩	11
眼	303

便	11
养	221

弁	11
勇	386

忭	11
踊	386

抃	11
踊	386

便	11
羽	387

变	11
羽	387

弁	11
语	387

遍	11
宇	387

辨	11
雨	387

便	11
酌	388

便	11
装	389

卞	11
庄	389

辨	11
装	389

变	11
装	389
皇	390
后	156

卞	11
庄	389
子	391

卞	11
庄	389
子	391
刺	58
虎	392

变	11
转	393

抃	11
转	393

变	11
诈	394

辩	11
诈	394

徧	11
照	395

遍	11
照	395

辨	11
照	395

辩	11
照	395

辨	11
证	374

辩	11
证	374

辨	11
正	374

辩	11
正	374

变	11
正	374

变	11
证	374

辩	11
政	374

辩	11
证	374
法	104

辩	11
证	374
法	104
唯	335
物	269
论	223
提	396
纲	362

辩	11
证	374
逻	397
辑	398

辨	11
证	374
论	223
治	232

辨	11
证	374
施	296
治	232

辩	11
证	374
唯	335
物	269
主	399
义	111

变	11
质	232

变	11
置	232

徧	11
至	232

辨	11
志	232

辨	11
智	232

辨	11
治	232

辨	11
秩	232

辩	11
智	232

辩	11
治	232

变	11
质	232
岩	278

变	11
质	232
作	167
用	400

变	11
昼	401
草	402

抃	11
祝	403

便	11
斋	404

辨	11
彰	405

辨	11
章	405

辩	11
章	405

辩	11
争	406

变	11
争	406

辨	11
争	406

徧	11
知	304

辩	11
知	304

便	11
中	407

汴	11
州	408

徧	11
周	408

遍	11
周	408

抃	11
掌	409

变	11
徵	319

变	11
徵	319
之	304
声	292

变	11
种	410

变	11
主	399

辫	11
子	391

变	11
作	167

变	11
做	167

便	11
做	167

便	11
坐	167

便	11
做	167
道	79

辩	11
嘴	411

徧	11
赞	412

变	11
造	413

卞	11
躁	413

变	11
造	413
币	20

变	11
则	414

便	11
则	414
道	79

变	11
奏	415

辨	11
奏	415

变	11
奏	415
曲	416

辩	11
谘	417

变	11
子	418

缏	11
子	418

弁	11
组	419

变	11
阻	419
器	210

徧	11
爱	56

苄	11
胺	420

变	11
暗	420

辨	11
讹	421

便	11
安	339

徧	11
安	339

便	11
便	11

俵	422
拨	423

俵	422
分	103

俵	422
给	127

鳔	422
胶	175

俵	422
解	181

俵	422
寄	187

俵	422
济	187

俵	422
卖	230

摽	422
梅	236
之	304
年	424

俵	422
马	245

鳔	422
清	366

俵	422
施	296

俵	422
散	300

俵	422
扬	425

俵	422
养	221

俵	422
与	387

俵	422
着	426

俵	422
子	418

别	427
别	427

别	427
扭	428

别	427
嘴	411

别	12
变	11

别	12
辨	11

蹩	12
蹩	12

别	12
抱	18
琵	429
琶	430

别	12
白	19

蹩	12
躄	20

别	12
簿	23

别	12
部	23

别	12
本	26

别	12
创	431
一	111
格	121

别	12
肠	37

别	12
乘	39

别	12
愁	432

别	12
处	433

别	12
称	47

别	12
出	324
机	159
杼	403

别	12
出	324
手	434
眼	303

别	12
出	324
心	326
裁	52

别	12
出	324
新	326
裁	52

别	12
出	324
新	326
意	111

别	12
产	48

别	12
场	49
花	83

别	12
才	52

别	12
材	52

别	12
裁	52

别	12
财	52
异	111
居	86

别	12
藏	435

别	12
次	58

别	12
辞	59

别	12
悰	377

别	12
的	64

别	12
殿	65

别	12
调	67

别	12
第	81

别	12
动	85
队	73

别	12
渎	88

别	12
都	436

别	12
党	437

别	12
岛	92

别	12
隝	92

别	12
隯	92

别	12
邸	438

别	12
房	96

别	12
柎	98

别	12
赋	98

别	12
番	101
倒	92

别	12
坊	102

别	12
分	103

别	12
封	108

别	12
风	108

别	12
风	108
淮	439
雨	387

别	12
府	440

别	12
国	441

别	12
观	118

别	12
管	281

别	12
馆	281

别	12
晷	119

别	12
干	442

别	12
个	443

别	12
格	121

别	12
贡	444

别	12
构	445

别	12
割	125

别	12
宫	128

别	12
话	133

别	12
怀	439

蛂	12
蟥	390

别	12
号	153

别	12
鹤	155

别	12
鹤	155
操	446

别	12
鹤	155
孤	447
鸾	448

别	12
赫	155
捷	172
列	208
夫	449

别	12
鹤	155
离	220
鸾	448

别	12
鹤	155
弄	257

别	12
鹤	155
怨	450

别	12
恨	451

别	12
鹄	164

别	12
魂	452

别	12
婚	453

别	12
价	168

别	12
剑	169

别	12
家	27

别	12
将	454

别	12
解	181

蹩	12
脚	455

别	12
脚	455

蹩	12
脚	455
货	148

别	12
纪	187

别	12
径	178

别	12
敬	178

别	12
集	193

别	12
籍	193

别	12
籍	193
异	111
财	52

别	12
籍	193
异	111
居	86

别	12
具	177

别	12
具	177
肺	456
肠	37

别	12
具	177
慧	147
眼	303

别	12
具	177
匠	457
心	326

别	12
具	177
手	434
眼	303

别	12
具	177
心	326
肠	37

别	12
具	177
一	111
格	121

别	12
具	177
只	304
眼	303

别	12
居	86

别	12
居	86
异	111
财	52

别	12
军	317

别	12
克	202

别	12
客	202
气	458

别	12
库	459

别	12
开	82
生	292
面	227

别	12
开	82
蹊	364
径	178

别	12
开	82
一	111
格	121

别	12
颏	460
腮	461

别	12
流	209

别	12
脸	211

别	12
来	31

别	12
来	31
无	54
恙	372

别	12
泪	218

别	12
类	218
分	101
门	236

别	12
离	220

别	12
路	222

别	12
録	222

别	12
论	223

别	12
庐	462

蹩	12
拉	463

别	12
理	107

别	12
庙	464

别	12
忙	465

别	12
袂	235

别	12
梦	466

别	12
名	239

别	12
墨	137

别	12
模	240
改	130
样	372

别	12
目	243

别	12
念	467

别	12
拗	468

蹩	12
扭	469

别	12
派	470

别	12
堡	471

别	12
浦	266

别	12
强	472

别	12
券	473

别	12
却	474

别	12
气	210

蹩	12
气	210

别	12
情	475

别	12
趣	476

别	12
区	272

别	12
乞	477

别	12
启	477

别	12
寝	478

别	12
曲	416

别	12
人	479

别	12
饶	184
风	108
致	232

别	12
帅	480

别	12
说	61

别	12
说	61
短	481
话	133

别	12
说	61
矮	482
话	133

别	12
舍	145
